,Year,Region,Country,Yields,Prec,Tmean,Tmax,Tmin,SPEI,FertApp,IrrRate,CO2,FACE_dummy,log_Yields,log_CO2,log_Prec,log_Tmean,log_Tmax,PDO,TAG,WPWP,C1,C2,C3,C4,C5,C6,C7,C8,DCV,Trend,Sq_Trend,Asia,EAsia,SEAsia,SAsia,WAsia,CAsia
855,1994,SEAsia,Myanmar,31182,2120.16,18.47,22.36,15.5,0.37578,9.397533723,12.8,358.83,0,10.34759628,5.882848739,7.659246837,2.916147794,3.107273648,1,0,0,0,0,0,0,1,0,0,0,5,34,1156,1,0,1,0,0,0
889,1995,SEAsia,Myanmar,29290,1940.11,18.49,22.29,15.53,-0.30113,9.203908948,14.9,360.82,0,10.28500144,5.888379219,7.570499951,2.917230045,3.104138147,1,0,1,0,0,0,1,0,0,0,0,4,35,1225,1,0,1,0,0,0
924,1996,SEAsia,Myanmar,30159,1873.53,18.36,22.11,15.47,2.44911,8.644730365,14.8,362.61,0,10.31423867,5.893327877,7.535579631,2.910174385,3.096029995,1,0,1,0,0,0,1,0,0,0,0,4,36,1296,1,0,1,0,0,0
954,1997,SEAsia,Myanmar,30308,2047.02,18.43,22.37,15.46,-0.73887,8.086503285,14.8,363.73,0,10.31916698,5.896411834,7.624140356,2.913979772,3.107720776,1,1,0,0,1,0,0,0,0,0,0,2,37,1369,1,0,1,0,0,0
981,1998,SEAsia,Myanmar,30793,1344.14,18.83,22.91,15.68,-15.76612,7.528276731,15.1,366.7,0,10.33504267,5.904544075,7.203509682,2.935451343,3.131573496,1,1,1,1,0,0,0,0,0,0,0,1,38,1444,1,0,1,0,0,0
1013,1999,SEAsia,Myanmar,32405,2073.82,18.4,22.05,15.6,-0.01884,6.970047379,15.9,368.38,0,10.38606801,5.909115014,7.637147596,2.912350665,3.093312602,0,0,0,0,0,0,0,0,0,0,1,0,39,1521,1,0,1,0,0,0
1046,2000,SEAsia,Myanmar,33301,1802.69,18.33,22.14,15.41,8.2661,6.410864282,17.3,369.55,0,10.41334271,5.912286049,7.497035273,2.908539062,3.097385927,0,0,0,0,0,0,0,0,0,0,1,0,40,1600,1,0,1,0,0,0
1078,2001,SEAsia,Myanmar,33639,2051.05,18.65,22.31,15.94,2.54111,5.852634408,17.5,371.14,0,10.42344139,5.91657935,7.626107136,2.925846146,3.105035008,0,0,1,0,0,0,0,0,0,1,0,7,41,1681,1,0,1,0,0,0
1106,2002,SEAsia,Myanmar,33655,2059.55,18.6,22.36,15.91,-4.23483,5.294395133,18.2,373.28,0,10.42391691,5.922328808,7.630242791,2.923161581,3.107273648,0,0,1,0,0,0,0,0,0,1,0,7,42,1764,1,0,1,0,0,0
1135,2003,SEAsia,Myanmar,34883,1629.69,18.62,22.39,15.82,-4.92578,4.736201896,18.7,375.8,0,10.45975488,5.929057087,7.396145092,2.924236272,3.108614431,1,0,1,0,0,0,1,0,0,0,0,4,43,1849,1,0,1,0,0,0
1169,2004,SEAsia,Myanmar,35785,1871.9,18.51,22.35,15.67,-7.43272,4.177003124,19,377.52,0,10.48528409,5.933623547,7.534709237,2.918311127,3.106826321,1,1,0,0,1,0,0,0,0,0,0,2,44,1936,1,0,1,0,0,0
1200,2005,SEAsia,Myanmar,36899,1916.42,18.77,22.56,15.94,-11.63013,3.618783082,19,379.8,0,10.51593973,5.939644798,7.558214141,2.932259851,3.116178427,1,1,1,1,0,0,0,0,0,0,0,1,45,2025,1,0,1,0,0,0
1229,2006,SEAsia,Myanmar,37694,1908.98,18.46,22.32,15.66,-0.43989,3.699076245,19.3,381.9,0,10.53725621,5.945158794,7.554324347,2.915606229,3.105483138,1,1,0,0,1,0,0,0,0,0,0,2,46,2116,1,0,1,0,0,0
1264,2007,SEAsia,Myanmar,38639,1884.29,18.38,22.15,15.61,-2.91176,3.778282996,18.8,383.79,0,10.56201741,5.950095528,7.541306371,2.911263117,3.097837496,0,1,0,0,0,0,0,0,1,0,0,6,47,2209,1,0,1,0,0,0
1300,2008,SEAsia,Myanmar,39688,1929.92,18.31,21.95,15.61,2.35576,3.858448505,18.4,385.6,0,10.58880415,5.954800563,7.56523383,2.907447359,3.08876714,0,0,0,0,0,0,0,0,0,0,1,0,48,2304,1,0,1,0,0,0
1330,2009,SEAsia,Myanmar,39917,1850.65,18.59,22.38,15.78,0.53142,3.938686596,18.3,387.43,0,10.59455758,5.959535187,7.523292208,2.922623802,3.108167703,0,0,1,0,0,0,0,0,0,1,0,7,49,2401,1,0,1,0,0,0
1367,2010,SEAsia,Myanmar,40026,1874.26,18.81,22.51,16.05,-11.09689,4.018050127,18.6,389.9,0,10.59728452,5.965890296,7.535969194,2.934388643,3.113959655,0,1,1,0,0,1,0,0,0,0,0,3,50,2500,1,0,1,0,0,0
1396,2011,SEAsia,Myanmar,37733,1987.15,18.37,21.95,15.68,3.14883,4.098958733,18.3,391.65,0,10.53829032,5.970368584,7.59445673,2.910718899,3.08876714,0,1,0,0,0,0,0,0,1,0,0,6,51,2601,1,0,1,0,0,0
1426,2012,SEAsia,Myanmar,37512,1917.24,18.65,22.37,15.87,1.39359,4.178310464,18.3,393.85,0,10.53241616,5.975970126,7.558641931,2.925846146,3.107720776,0,1,0,0,0,0,0,0,1,0,0,6,52,2704,1,0,1,0,0,0
1455,2013,SEAsia,Myanmar,37930,2007.09,18.35,22.04,15.58,-7.78736,4.258979985,18.2,396.52,0,10.54349763,5.982726481,7.604441191,2.909629575,3.092858984,0,1,1,0,0,1,0,0,0,0,0,3,53,2809,1,0,1,0,0,0
1484,2014,SEAsia,Myanmar,38464,1625.17,18.48,22.33,15.56,-5.56151,4.339387774,18.2,398.65,0,10.55747802,5.988083839,7.393367705,2.916689066,3.105931066,1,0,1,0,0,0,1,0,0,0,0,4,54,2916,1,0,1,0,0,0
1512,2015,SEAsia,Myanmar,38718,1909.27,18.6,22.42,15.75,-9.70775,4.418699545,18,400.83,0,10.56405989,5.993537397,7.554476249,2.923161581,3.109953418,1,0,1,0,0,0,1,0,0,0,0,4,55,3025,1,0,1,0,0,0
8,1961,SAsia,Nepal,19375,1482.53,11.63,14.9,8.47,7.20728,1.979285448,2,317.64,0,9.871738854,5.760918666,7.301505367,2.453587967,2.701361213,0,1,0,0,0,0,0,0,1,0,0,6,1,1,1,0,0,1,0,0
31,1962,SAsia,Nepal,19342,1446.46,11.5,14.99,8.11,9.19405,2.122057622,2.1,318.45,0,9.870034176,5.763465477,7.276874471,2.442347035,2.707383312,0,1,1,0,0,1,0,0,0,0,0,3,2,4,1,0,0,1,0,0
58,1963,SAsia,Nepal,19349,1302.74,11.65,15.38,8.01,4.78841,2.264603483,2.1,318.99,0,9.870396018,5.765159754,7.172225018,2.45530618,2.733067964,1,0,0,0,0,0,0,1,0,0,0,5,3,9,1,0,0,1,0,0
87,1964,SAsia,Nepal,19991,1409.96,11.74,15.32,8.24,2.86134,2.40807535,2.3,319.62,0,9.903037451,5.76713279,7.251316614,2.463001814,2.729159164,0,1,1,0,0,1,0,0,0,0,0,3,4,16,1,0,0,1,0,0
110,1965,SAsia,Nepal,19865,1251.18,11.41,15.23,7.7,2.8163,2.549758484,2.4,320.04,0,9.896714668,5.768445988,7.131842385,2.434490164,2.723267167,1,0,0,0,0,0,0,1,0,0,0,5,5,25,1,0,0,1,0,0
133,1966,SAsia,Nepal,18248,1261.4,11.67,15.42,8.05,-5.33396,3.347648081,3,321.38,0,9.811810764,5.772624224,7.139977494,2.457021446,2.735665368,0,1,0,0,0,0,0,0,1,0,0,6,6,36,1,0,0,1,0,0
156,1967,SAsia,Nepal,18361,1134.04,11.54,15.16,8.01,1.65281,4.142955515,2.9,322.16,0,9.817984129,5.775048317,7.033541757,2.445819261,2.71866038,0,1,0,0,0,0,0,0,1,0,0,6,7,49,1,0,0,1,0,0
187,1968,SAsia,Nepal,18745,1232.47,11.49,14.98,8.08,3.77779,4.938434066,3.1,323.04,0,9.838682329,5.777776155,7.116775565,2.441477092,2.706715978,1,0,0,0,0,0,0,1,0,0,0,5,8,64,1,0,0,1,0,0
212,1969,SAsia,Nepal,19104,1137.81,11.77,15.42,8.26,-4.04824,5.73274239,3.2,324.62,0,9.857653016,5.782655267,7.036860641,2.465553921,2.735665368,0,1,1,0,0,1,0,0,0,0,0,3,9,81,1,0,0,1,0,0
237,1970,SAsia,Nepal,19486,1302.92,11.66,15.25,8.23,2.98145,6.524536572,3.2,325.68,0,9.877451538,5.785915304,7.172363178,2.456164181,2.724579503,0,1,1,0,0,1,0,0,0,0,0,3,10,100,1,0,0,1,0,0
262,1971,SAsia,Nepal,19520,1281.07,11.29,14.76,7.96,7.76535,7.316572558,3.2,326.32,0,9.87919486,5.787878495,7.155450945,2.423917378,2.691920819,0,0,0,0,0,0,0,0,0,0,1,0,11,121,1,0,0,1,0,0
285,1972,SAsia,Nepal,17633,1052.76,11.41,15.03,7.85,1.44741,8.095366682,3.1,327.45,0,9.777527425,5.791335372,6.959170566,2.434490164,2.710048204,0,0,0,0,0,0,0,0,0,0,1,0,12,144,1,0,0,1,0,0
310,1973,SAsia,Nepal,19690,1439.37,11.48,14.77,8.3,-3.36806,8.873242565,3,329.68,0,9.887866172,5.798122487,7.271960797,2.440606391,2.692598097,0,0,1,0,0,0,0,0,0,1,0,7,13,169,1,0,0,1,0,0
333,1974,SAsia,Nepal,19779,1483.49,11.49,14.98,8.1,1.76004,9.648919951,4.4,330.18,0,9.892376048,5.79963796,7.302152699,2.441477092,2.706715978,0,0,0,0,0,0,0,0,0,0,1,0,14,196,1,0,0,1,0,0
360,1975,SAsia,Nepal,20742,1574.9,11.36,14.67,8.13,4.39872,10.42110738,5.7,331.11,0,9.939915909,5.802450646,7.361947057,2.430098413,2.685804592,0,0,0,0,0,0,0,0,0,0,1,0,15,225,1,0,0,1,0,0
381,1976,SAsia,Nepal,18914,1117.37,11.39,14.75,8.09,11.24756,11.73363346,7.2,332.04,0,9.847657668,5.805255444,7.018732989,2.432735777,2.691243083,0,1,0,0,0,0,0,0,1,0,0,6,16,256,1,0,0,1,0,0
407,1977,SAsia,Nepal,18056,1134.92,11.54,14.91,8.27,6.25393,13.04135519,8.7,333.83,0,9.801233318,5.810631881,7.034317443,2.445819261,2.702032129,1,0,0,0,0,0,0,1,0,0,0,5,17,289,1,0,0,1,0,0
435,1978,SAsia,Nepal,18527,1325.48,11.2,14.44,8.07,8.18824,14.34715,10.1,335.4,0,9.826984407,5.815323849,7.189529937,2.415913778,2.670002133,1,1,0,0,1,0,0,0,0,0,0,2,18,324,1,0,0,1,0,0
