,Year,Region,Country,Yields,Prec,Tmean,Tmax,Tmin,SPEI,FertApp,IrrRate,CO2,FACE_dummy,log_Yields,log_CO2,log_Prec,log_Tmean,log_Tmax,PDO,TAG,WPWP,C1,C2,C3,C4,C5,C6,C7,C8,DCV,Trend,Sq_Trend,Asia,EAsia,SEAsia,SAsia,WAsia,CAsia
56,1963,SAsia,Bangladesh,17690,1139.85,16.45,20.04,13.29,4.78841,4.227405716,5.4,318.99,0,9.780754787,5.765159754,7.038651954,2.800325477,2.997730276,1,0,0,0,0,0,0,1,0,0,0,5,3,9,1,0,0,1,0,0
85,1964,SAsia,Bangladesh,17070,1443.67,16.59,19.91,13.73,2.86134,4.500638297,5.4,319.62,0,9.745077816,5.76713279,7.274943761,2.808800104,2.991222118,0,1,1,0,0,1,0,0,0,0,0,3,4,16,1,0,0,1,0,0
109,1965,SAsia,Bangladesh,16827,1299.68,16.24,19.78,13.19,2.8163,4.773870894,5.9,320.04,0,9.730740018,5.768445988,7.169873359,2.787477335,2.984671326,1,0,0,0,0,0,0,1,0,0,0,5,5,25,1,0,0,1,0,0
137,1966,SAsia,Bangladesh,15827,1176.87,16.57,20.16,13.5,-5.33396,5.720894603,6.4,321.38,0,9.669472621,5.772624224,7.070613651,2.807593831,3.003700443,0,1,0,0,0,0,0,0,1,0,0,6,6,36,1,0,0,1,0,0
158,1967,SAsia,Bangladesh,16944,1228.08,16.01,19.6,12.91,1.65281,6.668836527,7.1,322.16,0,9.737669068,5.775048317,7.113207253,2.773213527,2.975529566,0,1,0,0,0,0,0,0,1,0,0,6,7,49,1,0,0,1,0,0
184,1968,SAsia,Bangladesh,17466,1060.69,16.34,19.8,13.38,3.77779,7.615860662,12.6,323.04,0,9.768011413,5.777776155,6.966674919,2.793616089,2.985681938,1,0,0,0,0,0,0,1,0,0,0,5,8,64,1,0,0,1,0,0
208,1969,SAsia,Bangladesh,17459,1365.25,16.48,20.06,13.37,-4.04824,8.562883816,15.1,324.62,0,9.767610554,5.782655267,7.219092841,2.802147524,2.998727783,0,1,1,0,0,1,0,0,0,0,0,3,9,81,1,0,0,1,0,0
233,1970,SAsia,Bangladesh,16862,1344.68,16.44,19.81,13.49,2.98145,9.509907895,10.9,325.68,0,9.732817848,5.785915304,7.203911346,2.79971739,2.986186861,0,1,1,0,0,1,0,0,0,0,0,3,10,100,1,0,0,1,0,0
257,1971,SAsia,Bangladesh,16022,1491.46,15.99,19.39,13.04,7.76535,10.45693108,10.8,326.32,0,9.681718057,5.787878495,7.307510785,2.771963527,2.964757469,0,0,0,0,0,0,0,0,0,0,1,0,11,121,1,0,0,1,0,0
286,1972,SAsia,Bangladesh,15716,820.58,16.34,19.99,13.13,1.44741,11.40404766,10.5,327.45,0,9.662434581,5.791335372,6.710011407,2.793616089,2.995232149,0,0,0,0,0,0,0,0,0,0,1,0,12,144,1,0,0,1,0,0
308,1973,SAsia,Bangladesh,18083,1582.3,16.44,19.76,13.62,-3.36806,12.35118145,12.1,329.68,0,9.802727549,5.798122487,7.366634764,2.79971739,2.983659692,0,0,1,0,0,0,0,0,0,1,0,7,13,169,1,0,0,1,0,0
334,1974,SAsia,Bangladesh,17289,1587.32,16.28,19.68,13.37,1.76004,13.2983288,13,330.18,0,9.75782574,5.79963796,7.369802339,2.789937361,2.979602892,0,0,0,0,0,0,0,0,0,0,1,0,14,196,1,0,0,1,0,0
357,1975,SAsia,Bangladesh,18531,1195.59,16.42,19.92,13.44,4.39872,14.24549138,14.4,331.11,0,9.827200284,5.802450646,7.086395066,2.798500104,2.991724252,0,0,0,0,0,0,0,0,0,0,1,0,15,225,1,0,0,1,0,0
385,1976,SAsia,Bangladesh,17839,1116.1,16.49,19.92,13.56,11.24756,16.14741682,14.1,332.04,0,9.789142351,5.805255444,7.017595745,2.802754137,2.991724252,0,1,0,0,0,0,0,0,1,0,0,6,16,256,1,0,0,1,0,0
408,1977,SAsia,Bangladesh,19398,1258.65,16.45,19.72,13.68,6.25393,18.04843934,12.2,333.83,0,9.872925247,5.810631881,7.137794997,2.800325477,2.981633349,1,0,0,0,0,0,0,1,0,0,0,5,17,289,1,0,0,1,0,0
432,1978,SAsia,Bangladesh,19385,943.16,16.39,19.78,13.41,8.18824,19.95039482,14.6,335.4,0,9.87225485,5.815323849,6.84923594,2.796671393,2.984671326,1,1,0,0,1,0,0,0,0,0,0,2,18,324,1,0,0,1,0,0
456,1979,SAsia,Bangladesh,18809,1162.38,16.74,19.93,13.74,4.07803,21.85144576,15,336.84,0,9.842090758,5.81960804,7.058224906,2.817801065,2.992226134,1,1,0,0,1,0,0,0,0,0,0,2,19,361,1,0,0,1,0,0
483,1980,SAsia,Bangladesh,20197,1152.84,16.59,19.87,13.78,-2.36917,23.75343105,15.2,338.75,0,9.913289358,5.825262372,7.049983742,2.808800104,2.989211057,1,1,1,1,0,0,0,0,0,0,0,1,20,400,1,0,0,1,0,0
509,1981,SAsia,Bangladesh,19545,1235.95,16.32,19.56,13.45,-1.58162,25.65451379,15.2,340.11,0,9.880474778,5.829269095,7.119595184,2.79239135,2.973486665,1,1,1,1,0,0,0,0,0,0,0,1,21,441,1,0,0,1,0,0
532,1982,SAsia,Bangladesh,20145,1072.93,16.31,19.68,13.4,-0.08004,27.5555852,15.2,341.45,0,9.910711398,5.833201255,6.978148503,2.791778417,2.979602892,1,1,0,0,1,0,0,0,0,0,0,2,22,484,1,0,0,1,0,0
556,1983,SAsia,Bangladesh,22345,1577.25,16.4,19.65,13.6,0.84228,29.45574827,18.5,343.05,0,10.01435786,5.837876209,7.363438103,2.797281335,2.978077338,1,1,0,0,1,0,0,0,0,0,0,2,23,529,1,0,0,1,0,0
583,1984,SAsia,Bangladesh,21454,1309.91,16.48,20.01,13.45,3.26006,31.35677857,19.1,344.65,0,9.973666387,5.842529409,7.177713712,2.802147524,2.996232149,1,0,0,0,0,0,0,1,0,0,0,5,24,576,1,0,0,1,0,0
612,1985,SAsia,Bangladesh,21693,1116.87,16.64,20.07,13.71,-5.47233,33.25684041,20.7,346.12,0,9.984744907,5.846785536,7.018285409,2.811809435,2.999226163,1,0,0,0,0,0,0,1,0,0,0,5,25,625,1,0,0,1,0,0
632,1986,SAsia,Bangladesh,21783,1522.12,16.44,19.86,13.42,-1.31419,36.5407043,20.9,347.42,0,9.988885128,5.850534423,7.327859379,2.79971739,2.988707659,1,0,0,0,0,0,0,1,0,0,0,5,26,676,1,0,0,1,0,0
661,1987,SAsia,Bangladesh,22399,1489.63,16.69,20.03,13.87,-8.67094,39.82560729,21.7,349.19,0,10.01677159,5.855616187,7.306283046,2.814809738,2.99723115,1,0,0,0,0,0,0,1,0,0,0,5,27,729,1,0,0,1,0,0
684,1988,SAsia,Bangladesh,22805,1325.29,16.84,20.13,14.02,-8.16583,43.10970844,22.5,351.57,0,10.03473509,5.862408838,7.189386582,2.823757009,3.00221124,0,0,1,0,0,0,0,0,0,1,0,7,28,784,1,0,0,1,0,0
711,1989,SAsia,Bangladesh,25562,1059.58,16.61,20.04,13.72,-0.55065,46.3939305,26.2,353.12,0,10.14886215,5.866807943,6.965627882,2.810004924,2.997730276,0,0,1,0,0,0,0,0,0,1,0,7,29,841,1,0,0,1,0,0
734,1990,SAsia,Bangladesh,25661,1392.07,16.48,19.58,13.88,1.85226,49.67826129,26.9,354.39,0,10.15272761,5.870398002,7.238547127,2.802147524,2.974508637,0,1,1,0,0,1,0,0,0,0,0,3,30,900,1,0,0,1,0,0
761,1991,SAsia,Bangladesh,26592,1456.09,16.42,19.84,13.59,0.41957,52.96271455,30,355.61,0,10.1883657,5.873834625,7.28351004,2.798500104,2.987700102,0,0,0,0,0,0,0,0,0,0,1,0,31,961,1,0,0,1,0,0
792,1992,SAsia,Bangladesh,26893,897.07,16.3,19.74,13.39,-5.97469,56.24976228,32.5,356.45,0,10.19962131,5.876193978,6.799133897,2.791165108,2.982647034,1,1,0,0,1,0,0,0,0,0,0,2,32,1024,1,0,0,1,0,0
819,1993,SAsia,Bangladesh,27185,1416.73,16.14,19.54,13.31,-3.68099,59.53568978,34.4,357.1,0,10.21042063,5.878015855,7.256106678,2.781300663,2.972463647,1,0,0,0,0,0,0,1,0,0,0,5,33,1089,1,0,0,1,0,0
850,1994,SAsia,Bangladesh,25328,917.76,16.45,19.85,13.58,0.85276,62.82141293,35.1,358.83,0,10.13966578,5.882848739,6.821935919,2.800325477,2.988204007,1,0,0,0,0,0,0,1,0,0,0,5,34,1156,1,0,0,1,0,0
881,1995,SAsia,Bangladesh,26527,1224.59,16.64,20,13.72,1.72505,66.1069356,40,360.82,0,10.18591836,5.888379219,7.110361373,2.811809435,2.995732274,1,0,1,0,0,0,1,0,0,0,0,4,35,1225,1,0,0,1,0,0
911,1996,SAsia,Bangladesh,27629,1168.68,16.61,20.07,13.68,-3.4869,67.36347967,40.6,362.61,0,10.22662122,5.893327877,7.063630186,2.810004924,2.999226163,1,0,1,0,0,0,1,0,0,0,0,4,36,1296,1,0,0,1,0,0
947,1997,SAsia,Bangladesh,27431,1075.52,16.3,19.56,13.5,3.03869,68.62028491,40.8,363.73,0,10.21942904,5.896411834,6.980559545,2.791165108,2.973486665,1,1,0,0,1,0,0,0,0,0,0,2,37,1369,1,0,0,1,0,0
976,1998,SAsia,Bangladesh,29358,1469.9,16.77,19.95,13.92,-0.46025,69.8772788,40.8,366.7,0,10.28732036,5.904544075,7.29294965,2.819591576,2.993229143,1,1,1,1,0,0,0,0,0,0,0,1,38,1444,1,0,0,1,0,0
1005,1999,SAsia,Bangladesh,32139,1299.83,16.94,20.37,13.99,-3.03304,71.13460684,42,368.38,0,10.37782552,5.909115014,7.169988766,2.829677689,3.01406323,0,0,0,0,0,0,0,0,0,0,1,0,39,1521,1,0,0,1,0,0
1036,2000,SAsia,Bangladesh,34836,1233.7,16.32,19.67,13.48,-4.59135,72.39220401,44.5,369.55,0,10.45840661,5.912286049,7.117773063,2.79239135,2.979094632,0,0,0,0,0,0,0,0,0,0,1,0,40,1600,1,0,0,1,0,0
1065,2001,SAsia,Bangladesh,34020,1127.62,16.88,20.31,13.97,-7.6889,73.64915628,47,371.14,0,10.43470387,5.91657935,7.027864496,2.826129489,3.011113376,0,0,1,0,0,0,0,0,0,1,0,7,41,1681,1,0,0,1,0,0
1101,2002,SAsia,Bangladesh,34902,1238.54,16.69,20.04,13.74,-13.7511,74.90815403,49.2,373.28,0,10.46029941,5.922328808,7.121688546,2.814809738,2.997730276,0,0,1,0,0,0,0,0,0,1,0,7,42,1764,1,0,0,1,0,0
1133,2003,SAsia,Bangladesh,35768,1088.86,16.77,20.16,13.86,-12.39801,76.16533243,50.7,375.8,0,10.48480892,5.929057087,6.992886556,2.819591576,3.003700443,1,0,1,0,0,0,1,0,0,0,0,4,43,1849,1,0,0,1,0,0
1158,2004,SAsia,Bangladesh,35359,1490.42,16.78,20.27,13.88,-7.55175,77.42286174,51.7,377.52,0,10.47330824,5.933623547,7.306813238,2.820187701,3.00914196,1,1,0,0,1,0,0,0,0,0,0,2,44,1936,1,0,0,1,0,0
1187,2005,SAsia,Bangladesh,37814,1445.54,16.83,20.23,13.97,-4.03707,78.67896385,52.4,379.8,0,10.54043468,5.939644798,7.276238233,2.823163008,3.007166651,1,1,1,1,0,0,0,0,0,0,0,1,45,2025,1,0,0,1,0,0
1217,2006,SAsia,Bangladesh,38541,993.15,17.04,20.46,14.18,0.31618,80.41721603,53.5,381.9,0,10.55947789,5.945158794,6.90088171,2.835563521,3.018471761,1,1,0,0,1,0,0,0,0,0,0,2,46,2116,1,0,0,1,0,0
1257,2007,SAsia,Bangladesh,40833,1319.43,16.88,20.34,13.95,-1.65811,82.15654917,54,383.79,0,10.61724586,5.950095528,7.184955104,2.826129489,3.012589391,0,1,0,0,0,0,0,0,1,0,0,6,47,2209,1,0,0,1,0,0
1287,2008,SAsia,Bangladesh,41441,1063.3,16.73,20.12,13.93,0.38527,83.8946405,54.6,385.6,0,10.63202601,5.954800563,6.969132559,2.817203515,3.001714345,0,0,0,0,0,0,0,0,0,0,1,0,48,2304,1,0,0,1,0,0
1319,2009,SAsia,Bangladesh,42404,1102.65,17.22,20.9,14.24,-9.43846,85.64347286,55.2,387.43,0,10.65499798,5.959535187,7.005471652,2.846071499,3.039749159,0,0,1,0,0,0,0,0,0,1,0,7,49,2401,1,0,0,1,0,0
1355,2010,SAsia,Bangladesh,43422,1036.11,17.3,20.77,14.46,-11.17032,87.37604459,56.1,389.9,0,10.6787215,5.965890296,6.943228595,2.850706502,3.033509638,0,1,1,0,0,1,0,0,0,0,0,3,50,2500,1,0,0,1,0,0
1388,2011,SAsia,Bangladesh,43917,1059.33,16.72,20.19,13.78,2.17747,89.11000397,57.7,391.65,0,10.69005677,5.970368584,6.965391912,2.816605608,3.005187432,0,1,0,0,0,0,0,0,1,0,0,6,51,2601,1,0,0,1,0,0
1418,2012,SAsia,Bangladesh,44206,1098.4,16.37,19.94,13.32,-5.37836,90.85401791,58.1,393.85,0,10.69661581,5.975970126,7.001609854,2.795450391,2.992727765,0,1,0,0,0,0,0,0,1,0,0,6,52,2704,1,0,0,1,0,0
1446,2013,SAsia,Bangladesh,45317,979.98,16.39,19.86,13.47,-0.63404,92.591971,60.4,396.52,0,10.72143752,5.982726481,6.887532163,2.796671393,2.988707659,0,1,1,0,0,1,0,0,0,0,0,3,53,2809,1,0,0,1,0,0
1473,2014,SAsia,Bangladesh,46226,964.9,16.36,19.92,13.53,-2.20925,94.33403677,60.4,398.65,0,10.74129769,5.988083839,6.872024469,2.794839331,2.991724252,1,0,1,0,0,0,1,0,0,0,0,4,54,2916,1,0,0,1,0,0
1504,2015,SAsia,Bangladesh,45093,1176.72,16.38,19.88,13.6,-5.96874,96.06872598,60,400.83,0,10.7164823,5.993537397,7.070486186,2.796061078,2.989714201,1,0,1,0,0,0,1,0,0,0,0,4,55,3025,1,0,0,1,0,0
11,1961,SAsia,Bhutan,20000,1736.19,16.22,21.24,11.66,7.20728,0.010945907,2.2,317.64,0,9.903487553,5.760918666,7.459448336,2.786245049,3.055886196,0,1,0,0,0,0,0,0,1,0,0,6,1,1,1,0,0,1,0,0
37,1962,SAsia,Bhutan,20000,1958.91,15.98,21.29,11.03,9.19405,0.011760065,2.8,318.45,0,9.903487553,5.763465477,7.580143475,2.77133794,3.058237479,0,1,1,0,0,1,0,0,0,0,0,3,2,4,1,0,0,1,0,0
61,1963,SAsia,Bhutan,20000,2369.09,15.96,20.86,11.34,4.78841,0.012574224,2.8,318.99,0,9.903487553,5.765159754,7.770261194,2.770085592,3.03783345,1,0,0,0,0,0,0,1,0,0,0,5,3,9,1,0,0,1,0,0
84,1964,SAsia,Bhutan,20000,3320.84,16.16,21.23,11.43,2.86134,0.013388381,2.7,319.62,0,9.903487553,5.76713279,8.107973042,2.782539053,3.055415276,0,1,1,0,0,1,0,0,0,0,0,3,4,16,1,0,0,1,0,0
106,1965,SAsia,Bhutan,20000,3024.21,15.46,20.83,10.48,2.8163,0.01420053,2.7,320.04,0,9.903487553,5.768445988,8.014405179,2.738256043,3.036394255,1,0,0,0,0,0,0,1,0,0,0,5,5,25,1,0,0,1,0,0
132,1966,SAsia,Bhutan,20000,1814.18,15.82,21.04,11,-5.33396,0.016984751,3.8,321.38,0,9.903487553,5.772624224,7.503388854,2.761274962,3.046425388,0,1,0,0,0,0,0,0,1,0,0,6,6,36,1,0,0,1,0,0
160,1967,SAsia,Bhutan,20000,2076.51,15.51,20.68,10.78,1.65281,0.01976696,3.8,322.16,0,9.903487553,5.775048317,7.638443879,2.741484977,3.02916705,0,1,0,0,0,0,0,0,1,0,0,6,7,49,1,0,0,1,0,0
186,1968,SAsia,Bhutan,20000,3549.01,15.3,20.14,11.02,3.77779,0.022549171,3.8,323.04,0,9.903487553,5.777776155,8.17442397,2.727852828,3.002707887,1,0,0,0,0,0,0,1,0,0,0,5,8,64,1,0,0,1,0,0
211,1969,SAsia,Bhutan,20000,2355.15,15.96,21.41,11.16,-4.04824,0.025331382,3.8,324.62,0,9.903487553,5.782655267,7.764359699,2.770085592,3.063858103,0,1,1,0,0,1,0,0,0,0,0,3,9,81,1,0,0,1,0,0
235,1970,SAsia,Bhutan,20000,2330.52,15.82,21.01,11.1,2.98145,0.028113591,4.7,325.68,0,9.903487553,5.785915304,7.753846698,2.761274962,3.044998515,0,1,1,0,0,1,0,0,0,0,0,3,10,100,1,0,0,1,0,0
261,1971,SAsia,Bhutan,20000,2484.71,15.53,20.47,10.98,7.76535,0.030895803,4.7,326.32,0,9.903487553,5.787878495,7.817911232,2.742773637,3.0189604,0,0,0,0,0,0,0,0,0,0,1,0,11,121,1,0,0,1,0,0
281,1972,SAsia,Bhutan,20000,1864.57,15.9,21.17,10.97,1.44741,0.033678014,4.7,327.45,0,9.903487553,5.791335372,7.530785742,2.766319109,3.052585085,0,0,0,0,0,0,0,0,0,0,1,0,12,144,1,0,0,1,0,0
309,1973,SAsia,Bhutan,20000,2384.28,15.75,20.69,11.28,-3.36806,0.036460221,4.7,329.68,0,9.903487553,5.798122487,7.776652471,2.756840365,3.029650492,0,0,1,0,0,0,0,0,0,1,0,7,13,169,1,0,0,1,0,0
331,1974,SAsia,Bhutan,20000,3412.27,15.83,20.69,11.23,1.76004,0.039242432,5.6,330.18,0,9.903487553,5.79963796,8.135133038,2.761906874,3.029650492,0,0,0,0,0,0,0,0,0,0,1,0,14,196,1,0,0,1,0,0
356,1975,SAsia,Bhutan,20000,2504.48,15.71,20.99,10.87,4.39872,0.042024646,5.6,331.11,0,9.903487553,5.802450646,7.825836407,2.754297452,3.044046134,0,0,0,0,0,0,0,0,0,0,1,0,15,225,1,0,0,1,0,0
382,1976,SAsia,Bhutan,20000,1881.97,15.72,21.06,10.68,11.24756,0.037965912,5.5,332.04,0,9.903487553,5.805255444,7.54007438,2.754933787,3.047375507,0,1,0,0,0,0,0,0,1,0,0,6,16,256,1,0,0,1,0,0
406,1977,SAsia,Bhutan,20000,2758.53,15.77,20.62,11.3,6.25393,0.033905171,6.5,333.83,0,9.903487553,5.810631881,7.922453208,2.758109401,3.026261479,1,0,0,0,0,0,0,1,0,0,0,5,17,289,1,0,0,1,0,0
431,1978,SAsia,Bhutan,20000,1885.76,15.31,20.13,10.85,8.18824,0.029844431,6.5,335.4,0,9.903487553,5.815323849,7.542086202,2.72850621,3.00221124,1,1,0,0,1,0,0,0,0,0,0,2,18,324,1,0,0,1,0,0
458,1979,SAsia,Bhutan,20000,2419.66,15.88,20.58,11.14,4.07803,0.025785701,6.7,336.84,0,9.903487553,5.81960804,7.791382313,2.765060456,3.02431973,1,1,0,0,1,0,0,0,0,0,0,2,19,361,1,0,0,1,0,0
482,1980,SAsia,Bhutan,20000,2260.74,15.81,20.7,11.36,-2.36917,0.021724962,6.5,338.75,0,9.903487553,5.825262372,7.723447472,2.760642651,3.0301337,1,1,1,1,0,0,0,0,0,0,0,1,20,400,1,0,0,1,0,0
512,1981,SAsia,Bhutan,20500,2190.37,15.58,20.44,11.08,-1.58162,0.01766422,6.5,340.11,0,9.928180165,5.829269095,7.691825758,2.74598804,3.017493765,1,1,1,1,0,0,0,0,0,0,0,1,21,441,1,0,0,1,0,0
535,1982,SAsia,Bhutan,20172,2501.78,15.54,20.58,10.77,-0.08004,0.013605491,6.7,341.45,0,9.912050783,5.833201255,7.824757758,2.743417345,3.02431973,1,1,0,0,1,0,0,0,0,0,0,2,22,484,1,0,0,1,0,0
562,1983,SAsia,Bhutan,20000,2613.6,15.2,20.29,10.5,0.84228,0.009544751,6.7,343.05,0,9.903487553,5.837876209,7.86848386,2.721295428,3.010128154,1,1,0,0,1,0,0,0,0,0,0,2,23,529,1,0,0,1,0,0
582,1984,SAsia,Bhutan,21560,3272.71,15.72,20.72,11.06,3.26006,0.00548401,6.7,344.65,0,9.978595025,5.842529409,8.093373667,2.754933787,3.031099417,1,0,0,0,0,0,0,1,0,0,0,5,24,576,1,0,0,1,0,0
611,1985,SAsia,Bhutan,19375,2808.78,15.7,20.4,11.23,-5.47233,0.00142528,6.5,346.12,0,9.871738854,5.846785536,7.940505504,2.753660712,3.015534901,1,0,0,0,0,0,0,1,0,0,0,5,25,625,1,0,0,1,0,0
634,1986,SAsia,Bhutan,18000,2391.25,15.17,20.02,10.56,-1.31419,0.013999504,6.5,347.42,0,9.798127037,5.850534423,7.779571521,2.719319793,2.996731774,1,0,0,0,0,0,0,1,0,0,0,5,26,676,1,0,0,1,0,0
656,1987,SAsia,Bhutan,17568,2874.96,15.48,20.36,10.96,-8.67094,0.026571717,6,349.19,0,9.773834344,5.855616187,7.96379404,2.739548868,3.013572192,1,0,0,0,0,0,0,1,0,0,0,5,27,729,1,0,0,1,0,0
683,1988,SAsia,Bhutan,16574,3630.82,15.87,20.68,11.46,-8.16583,0.039145939,5.9,351.57,0,9.715590481,5.862408838,8.197213797,2.764430535,3.02916705,0,0,1,0,0,0,0,0,0,1,0,7,28,784,1,0,0,1,0,0
707,1989,SAsia,Bhutan,16538,2599.34,15.55,20.28,11.14,-0.55065,0.051720165,5.9,353.12,0,9.713416042,5.866807943,7.863012846,2.744060639,3.009635179,0,0,1,0,0,0,0,0,0,1,0,7,29,841,1,0,0,1,0,0
731,1990,SAsia,Bhutan,20976,2614.51,15.45,20.27,11.11,1.85226,0.064294383,5.9,354.39,0,9.951134206,5.870398002,7.868831978,2.737609003,3.00914196,0,1,1,0,0,1,0,0,0,0,0,3,30,900,1,0,0,1,0,0
758,1991,SAsia,Bhutan,12702,2463.92,15.08,20.03,10.62,0.41957,0.076868609,5.4,355.61,0,9.44951474,5.873834625,7.809508857,2.713369363,2.99723115,0,0,0,0,0,0,0,0,0,0,1,0,31,961,1,0,0,1,0,0
788,1992,SAsia,Bhutan,13491,2291.71,14.82,19.77,10.26,-5.97469,0.089442834,5.4,356.45,0,9.509778075,5.876193978,7.737053543,2.69597762,2.984165637,1,1,0,0,1,0,0,0,0,0,0,2,32,1024,1,0,0,1,0,0
817,1993,SAsia,Bhutan,14704,2634.39,15.22,20.27,10.75,-3.68099,0.102015048,5.3,357.1,0,9.595874845,5.878015855,7.876406935,2.722610352,3.00914196,1,0,0,0,0,0,0,1,0,0,0,5,33,1089,1,0,0,1,0,0
853,1994,SAsia,Bhutan,16071,2316.14,15.35,20.45,10.81,0.85276,0.114589266,5.3,358.83,0,9.684771685,5.882848739,7.747657286,2.731115474,3.017982882,1,0,0,0,0,0,0,1,0,0,0,5,34,1156,1,0,0,1,0,0
884,1995,SAsia,Bhutan,16667,2495.95,15.45,20.36,10.89,1.72505,0.1271635,4.8,360.82,0,9.721185996,5.888379219,7.822424697,2.737609003,3.013572192,1,0,1,0,0,0,1,0,0,0,0,4,35,1225,1,0,0,1,0,0
913,1996,SAsia,Bhutan,16570,2509.95,15.4,20.44,10.84,-3.4869,0.128675222,4.7,362.61,0,9.71534911,5.893327877,7.828018112,2.734367509,3.017493765,1,0,1,0,0,0,1,0,0,0,0,4,36,1296,1,0,0,1,0,0
942,1997,SAsia,Bhutan,17214,2182.93,14.7,19.39,10.42,3.03869,0.130186945,4.7,363.73,0,9.753478285,5.896411834,7.68842329,2.687847494,2.964757469,1,1,0,0,1,0,0,0,0,0,0,2,37,1369,1,0,0,1,0,0
972,1998,SAsia,Bhutan,17892,2992.28,15.63,20.5,11.25,-0.46025,0.131698653,4.7,366.7,0,9.792108965,5.904544075,8.003790918,2.749192144,3.020424886,1,1,1,1,0,0,0,0,0,0,0,1,38,1444,1,0,0,1,0,0
1003,1999,SAsia,Bhutan,18471,2817.94,15.76,20.69,11.26,-3.03304,0.133210376,4.7,368.38,0,9.823957214,5.909115014,7.943761401,2.757475084,3.029650492,0,0,0,0,0,0,0,0,0,0,1,0,39,1521,1,0,0,1,0,0
1040,2000,SAsia,Bhutan,17038,2604.41,14.88,19.75,10.61,-4.59135,0.134722099,5.1,369.55,0,9.743201423,5.912286049,7.864961441,2.700018029,2.983153491,0,0,0,0,0,0,0,0,0,0,1,0,40,1600,1,0,0,1,0,0
1068,2001,SAsia,Bhutan,17391,2469.87,15.62,20.84,11.06,-7.6889,0.136233822,5,371.14,0,9.76370811,5.91657935,7.811920797,2.748552144,3.036874217,0,0,1,0,0,0,0,0,0,1,0,7,41,1681,1,0,0,1,0,0
1096,2002,SAsia,Bhutan,19987,2500.57,15.3,20.16,10.85,-13.7511,0.137745544,5,373.28,0,9.902837341,5.922328808,7.824273985,2.727852828,3.003700443,0,0,1,0,0,0,0,0,0,1,0,7,42,1764,1,0,0,1,0,0
1128,2003,SAsia,Bhutan,22871,2340.07,15.51,20.39,11.06,-12.39801,0.139257267,5,375.8,0,10.03762501,5.929057087,7.757936122,2.741484977,3.015044585,1,0,1,0,0,0,1,0,0,0,0,4,43,1849,1,0,0,1,0,0
1159,2004,SAsia,Bhutan,28816,2564.47,15.57,20.59,11.1,-7.55175,0.14076899,4.6,377.52,0,10.26868607,5.933623547,7.849507109,2.745345986,3.024805521,1,1,0,0,1,0,0,0,0,0,0,2,44,1936,1,0,0,1,0,0
1191,2005,SAsia,Bhutan,26896,2291.5,15.65,20.53,11.28,-4.03707,0.142280713,4.6,379.8,0,10.19973286,5.939644798,7.736961904,2.750470917,3.021887231,1,1,1,1,0,0,0,0,0,0,0,1,45,2025,1,0,0,1,0,0
1220,2006,SAsia,Bhutan,27461,1735.01,16.14,21.33,11.48,0.31618,0.145424768,4.7,381.9,0,10.2205221,5.945158794,7.458768456,2.781300663,3.060114532,1,1,0,0,1,0,0,0,0,0,0,2,46,2116,1,0,0,1,0,0
1255,2007,SAsia,Bhutan,27043,2274.43,15.94,21.14,11.35,-1.65811,0.148568824,5,383.79,0,10.20518347,5.950095528,7.729484751,2.768831673,3.05116698,0,1,0,0,0,0,0,0,1,0,0,6,47,2209,1,0,0,1,0,0
1286,2008,SAsia,Bhutan,39983,1838.98,15.58,20.5,11.37,0.38527,0.15171288,5.6,385.6,0,10.59620964,5.954800563,7.516966349,2.74598804,3.020424886,0,0,0,0,0,0,0,0,0,0,1,0,48,2304,1,0,0,1,0,0
1315,2009,SAsia,Bhutan,27993,2552.23,17.54,23.07,12.94,-9.43846,0.154854923,5.8,387.43,0,10.23970976,5.959535187,7.844722766,2.864483987,3.138533072,0,0,1,0,0,0,0,0,0,1,0,7,49,2401,1,0,0,1,0,0
1354,2010,SAsia,Bhutan,31400,2515.43,17.34,22.58,12.99,-11.17032,0.157998994,6.1,389.9,0,10.35456317,5.965890296,7.830199042,2.853015971,3.117064559,0,1,1,0,0,1,0,0,0,0,0,3,50,2500,1,0,0,1,0,0
1385,2011,SAsia,Bhutan,32382,2256.16,16.33,21.49,11.9,2.17747,0.16114305,6.2,391.65,0,10.38535799,5.970368584,7.721419532,2.793003907,3.067587711,0,1,0,0,0,0,0,0,1,0,0,6,51,2601,1,0,0,1,0,0
1413,2012,SAsia,Bhutan,36893,2424.54,15.91,21.21,11.33,-5.37836,0.164287105,6.2,393.85,0,10.51577711,5.975970126,7.793397095,2.766947842,3.054472769,0,1,0,0,0,0,0,0,1,0,0,6,52,2704,1,0,0,1,0,0
1445,2013,SAsia,Bhutan,36985,2084.51,16.04,21.07,11.61,-0.63404,0.167431161,6.3,396.52,0,10.5182677,5.982726481,7.642289095,2.775085602,3.047850228,0,1,1,0,0,1,0,0,0,0,0,3,53,2809,1,0,0,1,0,0
1474,2014,SAsia,Bhutan,37635,2330.35,16.14,21.25,11.87,-2.20925,0.170575216,6.3,398.65,0,10.53568975,5.988083839,7.75377375,2.781300663,3.056356895,1,0,1,0,0,0,1,0,0,0,0,4,54,2916,1,0,0,1,0,0
